"","x","y","t","AnimalID"
"146",350367.946709031,402231.282659878,2021-04-27 02:00:00,"1"
"147",350529.881223724,402557.651855306,2021-04-27 15:00:00,"1"
"148",350158.903409474,402658.402617643,2021-04-28 04:00:00,"1"
"149",350048.093689712,403021.688722198,2021-04-28 17:00:00,"1"
"150",349850.536340012,402976.624337146,2021-04-29 06:00:00,"1"
"151",349762.140840286,402628.149568564,2021-04-29 19:00:00,"1"
"152",349422.054698301,402803.174531703,2021-04-30 21:00:00,"1"
"153",349178.385064665,402933.907386132,2021-05-01 10:00:00,"1"
"154",349409.779945732,403678.163752147,2021-05-01 23:00:00,"1"
"155",349684.578571011,403497.076826887,2021-05-02 12:00:00,"1"
"156",349263.409635535,403629.947904881,2021-05-03 01:00:00,"1"
"157",349717.587357432,403230.398775482,2021-05-04 03:00:00,"1"
"158",349547.70719673,403459.485508558,2021-05-04 16:00:00,"1"
"159",349947.672981997,403303.862888609,2021-05-05 05:00:00,"1"
"160",349846.357921006,403491.141500546,2021-05-05 18:00:00,"1"
"161",350184.755048568,403840.987316168,2021-05-06 07:00:00,"1"
"162",350130.746064786,404114.653933809,2021-05-06 20:00:00,"1"
"163",349993.288601039,403743.623067245,2021-05-07 09:00:00,"1"
"164",350488.882259087,403709.550380575,2021-05-07 22:00:00,"1"
"165",350579.90769042,403926.391691674,2021-05-08 11:00:00,"1"
"166",350583.980116713,403826.08475137,2021-05-09 00:00:00,"1"
"167",351315.618693547,403600.418112174,2021-05-09 13:00:00,"1"
"168",351087.289611404,403380.544477609,2021-05-10 02:00:00,"1"
"169",351172.396875462,402909.867252707,2021-05-10 15:00:00,"1"
"170",351053.383021232,403564.543328078,2021-05-11 04:00:00,"1"
"171",351624.721683561,403123.213759887,2021-05-11 17:00:00,"1"
"172",352206.031554094,403212.989300123,2021-05-12 06:00:00,"1"
"173",351391.349628827,403169.739755603,2021-05-12 19:00:00,"1"
"174",351667.387500413,402973.57870719,2021-05-13 08:00:00,"1"
"175",351817.731048167,402306.702757368,2021-05-14 23:00:00,"1"
"176",351539.198697198,402749.884244914,2021-05-15 12:00:00,"1"
"177",351304.557578929,402223.292313177,2021-05-16 01:00:00,"1"
"178",351019.851461969,402523.310752703,2021-05-16 14:00:00,"1"
"179",350801.424194762,402920.578564583,2021-05-17 03:00:00,"1"
"180",350946.555550617,403247.094929894,2021-05-17 16:00:00,"1"
"181",350458.484068914,402952.498343026,2021-05-18 05:00:00,"1"
"182",350063.060807639,402268.379620669,2021-05-19 07:00:00,"1"
"183",350196.073686129,401876.395438414,2021-05-19 20:00:00,"1"
"184",350196.564801891,402099.537015638,2021-05-20 09:00:00,"1"
"185",350397.373367085,402389.92443321,2021-05-20 22:00:00,"1"
"186",350215.670208998,402195.371380947,2021-05-21 11:00:00,"1"
"187",350637.925156697,402870.072858682,2021-05-22 13:00:00,"1"
"188",350375.117416837,403531.27259158,2021-05-23 15:00:00,"1"
"189",350541.242006618,403270.090685418,2021-05-24 04:00:00,"1"
"190",350748.19403422,403020.724766326,2021-05-24 17:00:00,"1"
"191",350519.767562407,403057.723456862,2021-05-25 06:00:00,"1"
"192",350743.931137645,403485.773304352,2021-05-25 19:00:00,"1"
"193",350671.133309766,403759.642387692,2021-05-26 08:00:00,"1"
"194",350270.40418499,403604.260750023,2021-05-27 10:00:00,"1"
"195",350423.5020644,403048.718225812,2021-05-27 23:00:00,"1"
"196",350075.405764386,403308.482093756,2021-05-29 01:00:00,"1"
"197",350198.213718522,403088.424981025,2021-05-29 14:00:00,"1"
"198",350188.770486513,403518.465466702,2021-05-30 03:00:00,"1"
"199",350321.594666638,403395.839435348,2021-05-30 16:00:00,"1"
"200",350002.592225815,403416.275897272,2021-05-31 05:00:00,"1"
"201",350292.9483647,403931.628863461,2021-05-31 18:00:00,"1"
"202",350621.028970201,403819.801644088,2021-06-01 07:00:00,"1"
"203",350856.681915687,403788.396125547,2021-06-01 20:00:00,"1"
"204",350846.790513907,404037.86576833,2021-06-02 09:00:00,"1"
"205",351018.027245265,404271.883367742,2021-06-02 22:00:00,"1"
"206",351357.860004242,404809.941106556,2021-06-03 11:00:00,"1"
"207",350994.234744239,404925.875330119,2021-06-04 00:00:00,"1"
"208",351164.698469819,405417.501968618,2021-06-05 02:00:00,"1"
"209",351491.484780469,405292.287750892,2021-06-05 15:00:00,"1"
"210",351709.613624912,405381.022769086,2021-06-06 04:00:00,"1"
"211",351957.324676613,405085.680211807,2021-06-06 17:00:00,"1"
"212",351569.367652324,405238.796841385,2021-06-07 06:00:00,"1"
"213",351499.522562768,405310.905960626,2021-06-07 19:00:00,"1"
"214",351917.312596717,405616.001178037,2021-06-08 08:00:00,"1"
"215",351696.116065759,405769.741384358,2021-06-08 21:00:00,"1"
"216",351992.21434727,405676.32760906,2021-06-09 10:00:00,"1"
"217",351982.139875742,405681.082404687,2021-06-09 23:00:00,"1"
"218",352640.210616115,406137.255701755,2021-06-10 12:00:00,"1"
"219",352993.879046671,406258.046392986,2021-06-11 14:00:00,"1"
"220",353605.468594696,406164.020872107,2021-06-12 03:00:00,"1"
"221",353527.626717503,406337.606917778,2021-06-12 16:00:00,"1"
"222",353936.723168816,406008.112587896,2021-06-13 05:00:00,"1"
"223",353976.797581916,405757.040154254,2021-06-13 18:00:00,"1"
"224",353859.953472869,405513.253498323,2021-06-14 07:00:00,"1"
"225",354284.867673484,405094.583526555,2021-06-14 20:00:00,"1"
"226",354345.468080486,405116.218322651,2021-06-15 09:00:00,"1"
"227",354785.425507855,405263.265101061,2021-06-15 22:00:00,"1"
"228",355054.859215816,405195.437532453,2021-06-16 11:00:00,"1"
"229",354859.805897661,404988.270927585,2021-06-17 00:00:00,"1"
"230",354981.252103487,404476.657424621,2021-06-18 02:00:00,"1"
"231",354777.77595163,404472.735550537,2021-06-18 15:00:00,"1"
"232",354500.970045996,404050.051127686,2021-06-19 04:00:00,"1"
"233",354395.739083234,404514.750329178,2021-06-19 17:00:00,"1"
"234",354089.032285648,403883.749419897,2021-06-20 06:00:00,"1"
"235",353830.650877333,403809.81083985,2021-06-21 08:00:00,"1"
"236",353081.9557584,403556.735684775,2021-06-23 12:00:00,"1"
"237",353292.726811817,403481.510881431,2021-06-24 01:00:00,"1"
"238",353518.452909761,403376.955504529,2021-06-24 14:00:00,"1"
"239",353741.724514903,403163.623101561,2021-06-25 16:00:00,"1"
"240",353881.078602218,402983.355440991,2021-06-26 05:00:00,"1"
"241",354130.271578367,402933.250242593,2021-06-26 18:00:00,"1"
"242",354077.718762173,402918.238728088,2021-06-27 07:00:00,"1"
"243",353653.540624547,402691.189598573,2021-06-27 20:00:00,"1"
"244",353909.757342624,402500.526070368,2021-06-28 09:00:00,"1"
"245",354075.593102173,402404.464885512,2021-06-28 22:00:00,"1"
"246",354262.166754104,402254.462034593,2021-06-29 11:00:00,"1"
"247",355241.754314159,402484.307462886,2021-06-30 00:00:00,"1"
"248",355157.872438271,402760.075364523,2021-06-30 13:00:00,"1"
"249",355096.492005078,402932.576525504,2021-07-01 02:00:00,"1"
"250",354998.614972578,402896.534207222,2021-07-01 15:00:00,"1"
"251",355064.896329093,402923.666101136,2021-07-02 04:00:00,"1"
"252",355431.273205015,403318.745264592,2021-07-02 17:00:00,"1"
"253",355155.024862253,402591.695787837,2021-07-03 19:00:00,"1"
"254",354922.996469708,402160.031567774,2021-07-04 08:00:00,"1"
"255",355539.847352076,402122.462217559,2021-07-04 21:00:00,"1"
"256",356051.600719503,401652.729608443,2021-07-05 23:00:00,"1"
"257",355795.211433814,401648.860657423,2021-07-06 12:00:00,"1"
"258",356053.309020967,401766.986230455,2021-07-07 01:00:00,"1"
"259",355740.45973219,401498.031948019,2021-07-07 14:00:00,"1"
"260",355741.204906991,401329.445785326,2021-07-08 03:00:00,"1"
"261",355910.821337864,401002.10880763,2021-07-08 16:00:00,"1"
"262",356171.216541699,401037.542904916,2021-07-09 05:00:00,"1"
"263",355984.064822776,401133.337189526,2021-07-09 18:00:00,"1"
"264",355785.651015767,401144.467501779,2021-07-10 07:00:00,"1"
"265",355593.765694481,401237.142951603,2021-07-10 20:00:00,"1"
"266",355839.740667377,400964.914311948,2021-07-11 22:00:00,"1"
"267",355949.085415571,401229.899858942,2021-07-12 11:00:00,"1"
"268",355812.629417383,400950.398623069,2021-07-13 00:00:00,"1"
"269",355437.085757578,400864.709034862,2021-07-13 13:00:00,"1"
"270",355225.885489609,400380.2252623,2021-07-14 02:00:00,"1"
"271",355587.45471834,400195.689882991,2021-07-14 15:00:00,"1"
"272",355502.313230091,400209.522043988,2021-07-15 04:00:00,"1"
"273",355442.831353591,400208.9055779,2021-07-15 17:00:00,"1"
"274",355309.365416929,400598.214448795,2021-07-16 06:00:00,"1"
"275",355634.328000321,400637.63397179,2021-07-16 19:00:00,"1"
"276",355771.820067391,400470.848116634,2021-07-17 08:00:00,"1"
"277",355421.990747608,400603.432867878,2021-07-17 21:00:00,"1"
"278",355649.671133603,400612.373321099,2021-07-18 10:00:00,"1"
"279",355457.847702792,400473.044100458,2021-07-18 23:00:00,"1"
"280",355377.500798724,400398.366869068,2021-07-19 12:00:00,"1"
"281",355099.29389921,400766.442469915,2021-07-20 01:00:00,"1"
"282",355290.022771216,400897.89924267,2021-07-20 14:00:00,"1"
"283",355189.169858326,401135.657145431,2021-07-21 03:00:00,"1"
"284",355250.524070045,401126.374939523,2021-07-21 16:00:00,"1"
"285",355056.362658073,401334.500849234,2021-07-22 18:00:00,"1"
"286",355469.932396488,401970.064699372,2021-07-23 07:00:00,"1"
"287",355772.92498676,401832.906849942,2021-07-23 20:00:00,"1"
"288",355642.116375799,402249.719184807,2021-07-24 09:00:00,"1"
"289",355892.223970583,402226.378372279,2021-07-24 22:00:00,"1"
"290",356105.523826611,401740.082506704,2021-07-25 11:00:00,"1"
"291",355679.38436798,401544.831376376,2021-07-26 00:00:00,"1"
"292",355984.513636659,401513.066641451,2021-07-26 13:00:00,"1"
"293",356188.212442901,402117.784613034,2021-07-27 02:00:00,"1"
"294",356383.669741999,401633.986579868,2021-07-27 15:00:00,"1"
"295",356715.27693557,401438.577299634,2021-07-28 04:00:00,"1"
"296",356297.06050362,401811.634073071,2021-07-28 17:00:00,"1"
"297",356209.650591108,401775.289477132,2021-07-29 06:00:00,"1"
"298",355643.782937576,401691.013474663,2021-07-29 19:00:00,"1"
"299",356767.142627328,401873.686019125,2021-07-30 21:00:00,"1"
"300",356478.054332135,402201.83179244,2021-07-31 10:00:00,"1"
"301",356766.143090999,402094.939579147,2021-07-31 23:00:00,"1"
"302",350000,4e+05,2021-02-01 00:00:00,"2"
"303",350673.384572636,399681.123981151,2021-02-01 13:00:00,"2"
"304",351001.942650293,399858.555008821,2021-02-02 02:00:00,"2"
"305",351079.222295192,400054.554202393,2021-02-02 15:00:00,"2"
"306",351297.256011245,400533.661594641,2021-02-03 04:00:00,"2"
"307",351590.595515541,400232.173470074,2021-02-03 17:00:00,"2"
"308",351554.639481541,399880.891373943,2021-02-04 06:00:00,"2"
"309",351538.221115932,399637.991282304,2021-02-04 19:00:00,"2"
"310",351855.942917244,400129.127073544,2021-02-05 08:00:00,"2"
"311",352491.206442927,400500.145068748,2021-02-06 10:00:00,"2"
"312",352970.523146984,399805.30146912,2021-02-07 12:00:00,"2"
"313",352976.078446222,399843.648731372,2021-02-08 01:00:00,"2"
"314",352161.260687063,400739.007965045,2021-02-09 03:00:00,"2"
"315",352250.51869914,400929.227821603,2021-02-09 16:00:00,"2"
"316",352163.902223028,400589.514656041,2021-02-10 05:00:00,"2"
"317",352010.145092868,400301.553194394,2021-02-11 07:00:00,"2"
"318",352022.974855622,400867.059353713,2021-02-11 20:00:00,"2"
"319",351675.262123143,400985.982309011,2021-02-12 09:00:00,"2"
"320",351551.721336237,401070.371552966,2021-02-12 22:00:00,"2"
"321",351778.970799254,401161.1016951,2021-02-13 11:00:00,"2"
"322",351739.566695686,400794.427229635,2021-02-14 00:00:00,"2"
"323",351970.916229315,400639.660509784,2021-02-15 02:00:00,"2"
"324",352164.102200791,400624.991136467,2021-02-16 04:00:00,"2"
"325",351956.396621439,400220.578145347,2021-02-16 17:00:00,"2"
"326",351998.667982868,400323.551252461,2021-02-17 06:00:00,"2"
"327",352268.228296483,400248.288358976,2021-02-17 19:00:00,"2"
"328",352807.334702055,400216.852647602,2021-02-18 08:00:00,"2"
"329",352495.518992129,399806.148778489,2021-02-18 21:00:00,"2"
"330",352439.718501223,399184.279397254,2021-02-19 10:00:00,"2"
"331",352545.533913577,398988.728181512,2021-02-19 23:00:00,"2"
"332",352893.461822511,398966.579576347,2021-02-20 12:00:00,"2"
"333",352423.666010274,398929.54142821,2021-02-21 01:00:00,"2"
"334",352909.783210217,399042.266517362,2021-02-22 16:00:00,"2"
"335",353281.095285182,399387.166016818,2021-02-23 05:00:00,"2"
"336",353450.391186192,399430.966891359,2021-02-23 18:00:00,"2"
"337",353372.435665791,399532.886597229,2021-02-24 07:00:00,"2"
"338",352963.842200034,400136.45587317,2021-02-24 20:00:00,"2"
"339",352883.770590927,400579.21262997,2021-02-25 09:00:00,"2"
"340",353023.982663656,400455.157319552,2021-02-25 22:00:00,"2"
"341",352719.620008264,400661.766626927,2021-02-26 11:00:00,"2"
"342",352600.77104973,400193.462127216,2021-02-27 00:00:00,"2"
"343",352788.941293411,399823.486738911,2021-02-27 13:00:00,"2"
"344",353438.275791528,400416.867654674,2021-02-28 02:00:00,"2"
"345",353283.847029357,400532.91236178,2021-03-01 04:00:00,"2"
"346",353722.718352941,400295.245298667,2021-03-01 17:00:00,"2"
"347",353738.737547164,399884.685363359,2021-03-02 06:00:00,"2"
"348",354153.753350717,399401.653170425,2021-03-02 19:00:00,"2"
"349",354427.662896101,399100.658973898,2021-03-03 08:00:00,"2"
"350",354621.395216183,398892.241418452,2021-03-03 21:00:00,"2"
"351",354919.357547944,398521.941189464,2021-03-04 23:00:00,"2"
"352",355190.915664107,398910.737275211,2021-03-05 12:00:00,"2"
"353",354785.823871649,398475.90887583,2021-03-06 01:00:00,"2"
"354",354519.459323319,398315.277594524,2021-03-06 14:00:00,"2"
"355",354433.215393169,397911.036079728,2021-03-07 03:00:00,"2"
"356",354533.062169294,398093.314524316,2021-03-07 16:00:00,"2"
"357",354517.673364376,398350.531774749,2021-03-08 05:00:00,"2"
"358",354228.618588475,398420.188333247,2021-03-08 18:00:00,"2"
"359",353958.270663641,398740.611080276,2021-03-09 07:00:00,"2"
"360",354384.096211071,398948.162443744,2021-03-09 20:00:00,"2"
"361",355153.354430072,398710.838207044,2021-03-10 09:00:00,"2"
"362",356039.290735748,398886.003807046,2021-03-10 22:00:00,"2"
"363",356185.892904194,398588.229407802,2021-03-11 11:00:00,"2"
"364",356578.473609553,398338.099334939,2021-03-12 00:00:00,"2"
"365",356566.820587092,398088.659922128,2021-03-12 13:00:00,"2"
"366",356414.823196045,397352.949797904,2021-03-13 02:00:00,"2"
"367",357005.075034855,396798.674526622,2021-03-13 15:00:00,"2"
"368",357134.474049821,396728.481733334,2021-03-14 05:00:00,"2"
"369",357008.692803918,396807.817181677,2021-03-14 18:00:00,"2"
"370",356992.276824666,396407.470769021,2021-03-15 07:00:00,"2"
"371",357478.121237619,396151.904337151,2021-03-15 20:00:00,"2"
"372",357431.587113745,396117.416897694,2021-03-16 09:00:00,"2"
"373",358189.868997767,396043.968357693,2021-03-16 22:00:00,"2"
"374",358245.539862422,396018.884648506,2021-03-17 11:00:00,"2"
"375",358003.594552488,395585.698113574,2021-03-18 00:00:00,"2"
"376",358096.702167847,395304.159855241,2021-03-18 13:00:00,"2"
"377",357799.844058945,394723.518011644,2021-03-19 02:00:00,"2"
"378",358157.826316735,394632.658994179,2021-03-19 15:00:00,"2"
"379",358247.499093324,395179.889352324,2021-03-20 04:00:00,"2"
"380",357880.365822143,395037.512115697,2021-03-20 17:00:00,"2"
"381",358078.28991437,395627.904387538,2021-03-21 06:00:00,"2"
"382",357765.042931052,395884.899230034,2021-03-22 08:00:00,"2"
"383",357439.66505988,395524.067425189,2021-03-22 21:00:00,"2"
"384",357544.725452114,395205.636474628,2021-03-23 10:00:00,"2"
"385",357288.282391114,395774.498206844,2021-03-23 23:00:00,"2"
"386",357287.530860881,395962.397087665,2021-03-24 12:00:00,"2"
"387",357169.661556276,395841.262376193,2021-03-25 01:00:00,"2"
"388",357265.036802952,396014.441745605,2021-03-25 14:00:00,"2"
"389",357101.335990589,395464.517034361,2021-03-26 03:00:00,"2"
"390",357244.016321403,395726.615807244,2021-03-26 16:00:00,"2"
"391",356712.589724001,395586.675265584,2021-03-27 05:00:00,"2"
"392",356937.55127278,395834.309427128,2021-03-27 18:00:00,"2"
"393",356373.089421715,395202.338121937,2021-03-28 20:00:00,"2"
"394",356079.955103702,394983.808344384,2021-03-29 09:00:00,"2"
"395",355320.470741817,394974.544032705,2021-03-29 22:00:00,"2"
"396",354948.516412598,395284.397856232,2021-03-30 11:00:00,"2"
"397",354620.931888277,395645.041704086,2021-03-31 00:00:00,"2"
"398",354727.804399787,395429.000419277,2021-03-31 13:00:00,"2"
"399",354789.133095767,394926.276147548,2021-04-01 02:00:00,"2"
"400",354779.594044471,394933.490709542,2021-04-01 15:00:00,"2"
"401",354601.457789907,395547.481902539,2021-04-02 04:00:00,"2"
"402",353776.350998776,395455.510546335,2021-04-02 17:00:00,"2"
"403",354143.522295987,395222.674520032,2021-04-03 06:00:00,"2"
"404",354481.328779631,394651.52080854,2021-04-03 19:00:00,"2"
"405",354534.294725025,394968.022525962,2021-04-04 08:00:00,"2"
"406",354640.96328519,394837.49846054,2021-04-04 21:00:00,"2"
"407",354086.729812968,394745.604099489,2021-04-05 10:00:00,"2"
"408",354179.569078513,394770.732759521,2021-04-05 23:00:00,"2"
"409",354088.318885853,394417.517907323,2021-04-06 12:00:00,"2"
"410",354465.191969632,394339.196703762,2021-04-07 01:00:00,"2"
"411",354319.304492175,394353.394190628,2021-04-07 14:00:00,"2"
